GENE	RNAseH-Rep1	RNAseH-Rep2	RNAseH-Rep3	PolyA-Rep3	RZ-Rep1	RZ-Rep2	RZ-Rep3
FBgn0038738		96.652	97.7057	99.62	115.081	84.5073	90.5794	90.4994
FBgn0038739		97.7707	111	99.011	125.728	97.4499	112.385	108.965
FBgn0011722		0.70839	0.487409	0.796206	0.333119	0.529186	0.67441	0.760669
FBgn0011723		0	0	0.0310619	0	0	0	0
FBgn0264386		1.38697	1.33548	1.33794	0.629646	0.497861	0.503433	0.617583
FBgn0015600		76.7041	67.6956	70.705	58.997	30.3662	35.7887	33.8204
FBgn0011725		164.316	159.801	169.386	193.993	129.32	137.728	134.326
FBgn0011726		1261.94	1405.19	1271.17	1733.05	1884.8	1905.06	1911.05
FBgn0001202		40.0646	43.1388	40.8721	39.6257	43.7394	46.9644	43.7783
FBgn0015602		148.822	145.254	144.876	167.16	138.488	144.805	141.345
FBgn0264389		99.4516	89.6632	101.234	100.241	131.101	115.992	121.704
FBgn0033520		23.5908	16.3623	19.6431	22.7797	12.2075	10.9313	10.4035
FBgn0033521		4.69183	8.74114	9.92959	6.66921	7.61479	6.99951	8.22386
FBgn0001206		41.0134	41.2837	41.1588	31.3527	18.7713	21.3146	19.325
FBgn0033523		48.0856	51.8338	51.6484	68.1173	57.1423	47.2651	51.1457
FBgn0033524		1.05559	0.92173	1.11538	0.0358114	0.537805	0.538337	0.796069
FBgn0001208		3.3196	4.18282	4.2456	3.38887	3.34387	3.76962	3.26339
FBgn0015609		5.16879	4.99485	5.29723	2.47056	1.97696	2.15337	1.82669
FBgn0033526		109.946	106.089	106.159	115.448	76.9725	79.787	81.1144
FBgn0033527		40.1724	49.2998	51.7541	59.9401	49.8573	58.165	47.543
FBgn0020910		2934.03	2671.46	2895.17	2979.94	2577.19	2510.76	2498.76
FBgn0033528		66.9289	65.9351	69.9375	87.902	72.7981	72.6234	70.6208
FBgn0260953		0	0	0	0	0	0	0
FBgn0033529		93.0619	91.023	97.7047	113.167	86.9208	94.6837	86.9899
FBgn0020912		0.844723	0.641296	0.638067	0.448485	0.210101	0.398535	0.164731
FBgn0260954		0.210461	0.428801	0.216007	0.149939	0.170703	0.482993	0.191201
FBgn0263050		9.72044	8.98798	8.76324	11.23	8.1683	9.06042	9.00989
FBgn0260955		0.719706	0.733178	0	1.02548	0	0.550559	0
FBgn0051450		124.005	126.326	133.982	158.199	189.619	193.104	184.268
FBgn0263051		61.2099	68.0397	61.061	64.6386	81.4988	80.116	81.0647
FBgn0037410		0.676002	0.751261	0.819966	0.612954	0.598146	0.893218	0.614139
FBgn0029091		0.441827	0.242309	0.296438	0.326812	0.372069	0.324988	0.370441
FBgn0037411		0	0	0	0	0	0	0
FBgn0029092		234.249	245.364	250.943	301.965	223.523	230.356	236.228
FBgn0051453		80.9068	78.4331	76.5752	96.2833	80.4411	82.4646	77.6263
FBgn0037412		0	0	0	0	0	0	0
FBgn0029093		265.047	237.84	235.226	241.845	262.382	254.72	257.416
FBgn0260959		82.9669	83.1083	89.8395	89.9027	48.3381	53.0025	48.0371
FBgn0051454		0.19059	0.0485394	0.244516	0.203674	0.154586	0.109348	0.0865743
FBgn0037413		0	0	0	0	0	0	0
FBgn0029094		199.429	197.784	185.68	224.375	188.789	198.128	207.021
FBgn0037414		0.029389	0.0898175	0.0904907	0.0628132	0.095349	0.0899278	0.0266996
FBgn0029095		13.2535	11.9654	15.4288	13.4917	11.808	12.312	13.0231
FBgn0037415		0.0782887	0.0797541	0.0803519	0.278877	0	0.059889	0.142248
FBgn0051457		47.044	45.117	47.9549	48.3101	58.0673	52.2163	58.6349
FBgn0037416		0	0.0642788	0	0	0.0511781	0.0482683	0.0573234
FBgn0037417		0	0	0	0	0	0	0
FBgn0003861		0.018624	0	0	0	0.0151057	0.0284937	0
FBgn0051459		0	0	0	0	0	0	0
FBgn0037418		0	0	0	0	0	0	0
FBgn0003862		42.398	41.5034	42.2635	24.9329	26.874	28.8404	28.1592
FBgn0037419		0	0.0479462	0	0	0	0	0
FBgn0003863		13.9734	14.639	14.5551	12.6902	13.2897	14.0594	13.5896
FBgn0264845		0	0	0.0447713	0	0.0176906	0	0
FBgn0003865		0	0	0.109376	0	0	0	0.193631
FBgn0003866		1.51771	2.26983	2.31999	2.16253	0.83813	0.92634	0.821424
FBgn0003867		2.55397	2.85561	2.49341	2.17456	2.52623	2.85911	3.11253
FBgn0264848		170.96	199.693	184.745	265.195	134.459	152.718	141.406
FBgn0038280		0	0	0	0	0	0	0
FBgn0038281		0	0	0	0	0	0	0
FBgn0032200		125.597	143.154	147.793	180.242	179.943	192.747	184.715
FBgn0038282		0.0476421	0.0242663	0	0	0.0256593	0.0242004	0
FBgn0032202		44.4471	47.1118	47.1444	69.44	66.5639	63.2039	67.9413
FBgn0050120		0.336664	0.464538	0.569292	0.296406	0.658649	0.667559	0.739087
FBgn0038285		0.395088	0.536645	0.135167	0.0938247	0.213636	0.503723	0.119644
FBgn0032204		32.4747	31.2018	35.3226	41.9552	42.0826	43.8183	45.5015
FBgn0038286		96.5604	99.4017	93.3885	99.4781	73.436	81.2325	79.099
FBgn0032205		30.5704	33.6251	36.6054	47.4254	41.5055	40.586	36.8292
FBgn0050122		129.517	124.066	126.373	122.059	52.1271	55.2524	54.2285
FBgn0011270		0	0	0	0	0	0	0
FBgn0032208		159.407	156.559	158.727	129.324	93.0266	106.091	101.556
FBgn0011272		2875.92	2566.59	2789.25	2627.27	2288.48	2138.55	2169.47
FBgn0050125		0	0	0	0	0	0	0
FBgn0032209		0	0	0.146506	0	0.231558	0	0.129681
FBgn0011273		0.126712	0.505938	0.130051	0.0254629	0.028989	0.149301	0.168038
FBgn0030970		60.7368	61.9476	59.2467	66.7134	52.3798	54.8999	51.5821
FBgn0011274		3.95203	4.67167	4.4173	3.19809	3.31286	3.94625	3.09687
FBgn0025674		97.5337	98.0162	97.4632	111.615	79.7512	80.8949	80.0665
FBgn0263510		66.2992	56.8178	64.2042	58.7909	83.8746	74.9969	83.1516
FBgn0051910		0	0.317368	0.106582	0	0.0842283	0	0
FBgn0263511		0.13149	0.308095	0.0269897	0.0759284	0.0213272	0.0163057	0.0388169
FBgn0011276		0.0596025	0	0.0611732	0	0	0	0.054148
FBgn0025676		32.3418	39.0385	36.085	49.6478	35.6664	36.4369	35.8821
FBgn0263512		0.135645	0	0.20883	0	0.0275052	0	0.0616159
FBgn0030973		75.9652	70.1847	70.209	82.359	46.8821	52.0991	48.7535
FBgn0011277		0.119595	0.0609166	0.245492	0.170406	0.0970024	0.0457436	0.054325
FBgn0029552		0	0	0	0	0.304669	0.143673	0
FBgn0051913		0.883425	0.899961	1.02004	0	0.179135	0.50685	0.902902
FBgn0030974		43.2012	37.2168	38.8991	32.0916	31.0324	29.9481	30.723
FBgn0011278		0	0.0358936	0	0	0	0	0
FBgn0025678		141.087	127.574	129.121	138.037	96.0773	94.695	93.9494
FBgn0030975		0.0867118	0.220837	0	0	0.105497	0	0
FBgn0011279		0.211726	0.215689	0	0.150841	0	0	0.577051
FBgn0025679		0	0	0.0903045	0	0	0	0
FBgn0054010		0.433213	1.87562	1.00042	2.70056	2.10825	1.90554	2.65658
FBgn0051915		20.6739	19.1683	21.0046	23.8375	17.3188	18.9545	17.4388
FBgn0030976		6.27254	5.59059	7.76042	5.32857	3.67863	4.14359	4.09959
FBgn0054011		0	0	0	0	0	0	0
FBgn0033072		0.0468542	0.143194	0.144267	0.0333805	0.0380031	0	0.0425664
FBgn0054012		0	0	0	0.148689	0	0	0
FBgn0033074		1.95004	3.12171	2.07291	0.347318	1.52518	1.22535	1.39196
FBgn0030979		0	0	0	0	0	0	0
FBgn0033075		55.2559	53.481	56.409	34.9846	34.978	40.8918	38.4456
FBgn0002542		117.545	109.042	109.702	121.934	113.005	115.639	120.052
FBgn0250903		67.7966	79.7317	70.9712	77.7759	39.8148	35.9857	35.8695
FBgn0054015		43.6876	41.0965	46.3654	64.7655	37.5458	38.8241	37.494
FBgn0033076		1.29483	1.67882	1.20814	0.0838621	0.286427	0.360189	0.42776
FBgn0002543		1.49851	1.20387	1.01283	0.902678	0.573132	0.577948	0.575542
FBgn0250904		0.196344	0.400039	0.151139	0.174853	0.159253	0.112649	0.044594
FBgn0034860		0.214654	0.583125	0.073437	0.101951	0.0580348	0.492616	0.130007
FBgn0034861		5.48918	6.19034	5.53109	4.59394	2.26459	2.29194	2.56341
FBgn0250906		248.01	230.45	249.393	272.058	100.493	116.585	106.719
FBgn0033079		5.90304	8.66357	7.59893	8.26848	4.42273	5.96989	4.04485
FBgn0250907		2.04115	1.93485	2.34507	1.84447	1.57492	1.2987	1.56161
FBgn0034863		0	0	0	0	0	0	0
FBgn0250908		0.0123226	0.0376596	0.0126473	0	0	0.0188566	0.0223898
FBgn0038740		27.9248	26.1639	25.8449	28.0672	20.9147	22.2865	19.9603
FBgn0034865		0	0	0.0578285	0	0	0	0
FBgn0038741		27.9746	30.0686	28.4189	39.5347	20.4673	23.4526	21.1615
FBgn0034866		0	0	0	0	0	0	0
FBgn0052783		0	0.547884	0	0.465994	0.71684	0.302309	0.354043
FBgn0038742		76.0764	76.4598	76.7862	79.6294	97.5291	87.479	96.8475
FBgn0034867		0	0	0	0	0	0	0
FBgn0267408		16.8947	15.2862	15.0466	11.3245	7.42622	7.90728	7.36071
FBgn0038744		15.0221	16.063	16.6895	15.2185	10.0623	11.0944	10.7608
FBgn0034869		0	0	0	0	0	0	0
FBgn0052786		4.69867	4.55287	5.39343	4.00867	3.17721	3.85722	3.50059
FBgn0038745		59.1216	57.0946	61.1786	60.9751	40.1082	44.1554	45.4864
FBgn0038746		113.806	108.793	134.994	195.095	140.242	148.065	143.781
FBgn0038747		86.1088	84.368	87.1615	68.9226	67.4728	75.2923	73.7968
FBgn0264393		0	0	0	0	0	0	0
FBgn0038749		0	0.0497855	0	0	0	0	0.0443984
FBgn0264395		0	0	0	0	0	0	0
FBgn0011737		57.7995	56.6304	57.7365	57.8621	50.1077	53.2534	50.6896
FBgn0015614		177.604	219.36	220.526	303.664	203.299	220.243	209.94
FBgn0011739		44.206	42.2793	49.3116	48.6967	24.7861	27.4728	26.7302
FBgn0001215		310.246	327.647	341.952	382.211	129.532	152.696	137.35
FBgn0015615		74.5726	69.685	71.7015	73.5304	70.5378	74.7772	72.9516
FBgn0001216		0.260302	0.0757642	0.534324	0.312877	0.270749	0.0477855	0.135132
FBgn0001217		0.333657	0.679805	0.494919	0.449004	0.721671	0.53884	0.404164
FBgn0001218		542.572	491.334	514.719	583.379	404.624	426.508	407.336
FBgn0015618		19.934	18.6617	24.0531	22.132	26.512	27.6721	28.0624
FBgn0260960		50.7812	57.9377	54.8897	67.9579	45.4209	49.6005	47.0639
FBgn0260962		105.597	102.39	102.973	110.991	106.417	111.589	113.452
FBgn0033538		27.729	26.2897	27.513	29.7629	24.4171	25.3618	26.5279
FBgn0033539		45.789	41.2402	43.767	39.3225	38.0412	39.6946	39.8955
FBgn0260964		7.17044	6.66801	6.95711	6.90898	5.75013	6.25496	6.26245
FBgn0260965		12.7845	13.5982	13.355	8.01548	6.97878	8.67183	7.62502
FBgn0051460		54.838	50.3834	58.1947	59.7083	63.1094	64.4286	68.9955
FBgn0037420		0	0	0	0	0	0	0
FBgn0260967		0.558889	0.68322	0.344171	0	0.453311	0.34203	0.609292
FBgn0037421		0	0	0	0	0	0	0
FBgn0010401		0.906492	0.92346	1.11227	1.64026	1.1764	1.60112	1.37835
FBgn0260968		0.951488	1.45395	0.244141	0	1.54349	1.0918	0.432207
FBgn0051463		0	0	0	0	0	0	0
FBgn0037422		0	0	0	0	0	0	0
FBgn0260969		0	0	0	0	0	0	0
FBgn0051464		0	0	0	0	0	0	0
FBgn0010403		0.223357	0	0	0	0	0.170863	0
FBgn0023023		4.64949	4.77115	5.3424	5.62427	3.97365	4.27294	4.46982
FBgn0051465		0	0	0	0	0	0	0
FBgn0037424		0	0.0722547	0	0	0	0	0
FBgn0024804		64.9138	79.0803	73.1271	98.4394	83.6985	92.4669	90.475
FBgn0051467		1.37165	1.94627	1.75975	2.12892	1.62907	1.3116	1.51315
FBgn0003870		93.5717	91.9382	98.2365	82.1284	55.5488	61.9289	57.6084
FBgn0010406		74.5384	75.424	69.4686	81.6156	83.3422	83.8464	79.988
FBgn0024806		43.8274	49.3304	46.9244	49.8437	30.79	35.1558	32.1196
FBgn0037427		0.0256852	0.0209277	0	0.018299	0	0	0
FBgn0010407		0.28269	0.287981	0.544012	0.176223	0.28661	0.297397	0.321108
FBgn0024807		46.207	45.7404	49.3326	48.9012	24.7747	31.0493	28.0328
FBgn0051469		1.06406	1.98729	1.27412	2.14787	2.44531	2.30628	2.57783
FBgn0037428		0	0	0	0	0.0554846	0	0
FBgn0010408		3444.35	3198.49	3335.57	3067.74	3818.57	3631.34	3763.77
FBgn0037429		0.401761	0.0818562	0.0824697	0	0.0651731	0.184403	0
FBgn0010409		3616.83	3386.6	3605.18	3218.35	3910.94	3776.8	3758.02
FBgn0264855		102.183	115.505	115.418	114.845	90.0579	96.9393	94.432
FBgn0038290		4.947	5.34319	5.44442	5.69001	2.61053	3.73875	3.41133
FBgn0021795		269.637	273.329	277.116	256.591	166.284	169.42	163.711
FBgn0038291		3.68085	3.89584	4.5138	4.87009	1.51214	2.81576	2.51886
FBgn0032210		12.5256	13.3762	14.35	17.2873	14.5659	16.5348	17.9072
FBgn0021796		39.5061	38.8353	39.5821	23.5984	24.1299	27.4492	25.9934
FBgn0038292		1.76844	3.19629	3.0446	2.07273	2.59112	2.53108	1.76208
FBgn0032211		2.28424	3.19392	2.89608	3.35047	3.34219	2.92978	2.27865
FBgn0038294		52.519	48.7151	50.7185	52.3727	50.7057	55.1948	49.775
FBgn0032213		6.12024	6.80738	6.40972	7.20778	7.09155	5.20735	6.12752
FBgn0038295		0.142421	0.451382	0.324832	0.202931	0.436956	0.400476	0.244399
FBgn0032214		101.986	114.711	112.703	148.767	103.041	112.501	101.199
FBgn0038296		20.0887	20.2452	18.5361	15.6164	20.5013	20.1728	20.1585
FBgn0032216		187.592	192.424	193.533	256.095	176.601	187.757	182.055
FBgn0011280		0.518214	0.703885	1.7729	0.615321	0.280213	0.396421	0.15693
FBgn0025680		9.53645	8.4841	8.68056	7.59338	9.20494	8.91264	8.74214
FBgn0032217		93.7753	109.286	101.479	148.342	97.8453	109.731	101.668
FBgn0011281		0	0	0	0	0	0	0
FBgn0025681		45.4699	46.9118	47.2975	46.7003	34.5135	35.4614	36.148
FBgn0038299		0.535114	1.09026	0.488193	0.847185	0.578703	0.591284	0.432128
FBgn0032218		7.21035	7.17582	6.86895	9.45829	5.27155	5.56436	5.42163
FBgn0011282		0.125808	1.15347	0	0.806671	0.515037	0.288722	0.228591
FBgn0025682		62.4545	53.1244	53.0159	61.7297	31.7354	35.4073	33.5277
FBgn0032219		0.6555	0.370984	1.12129	0.311334	0.649821	0.278579	0.890029
FBgn0011283		0	0.795965	0	0	0	0	0.177459
FBgn0025683		58.5183	59.7018	61.7241	68.5751	36.147	45.7697	41.9229
FBgn0030980		0	0	0	0.0852333	0	0	0
FBgn0011284		3012.43	2748.4	2758.44	2656.68	2813.47	2631.28	2795.37
FBgn0025684		50.5942	51.0177	48.4736	53.4225	52.603	54.3752	56.1247
FBgn0030981		0	0.127071	0	0	0	0.0954202	0
FBgn0051921		0.263002	0.468868	0.472383	0.0234214	0.0533297	0.100595	0.0597334
FBgn0030982		0	0	0	0	0	0	0
FBgn0011286		1.46158	1.18274	1.39207	0.640564	0.43012	0.562852	0.564956
FBgn0025686		0	0.100685	0.10144	0.0352067	0.0801645	0.0378033	0.0448952
FBgn0051922		15.2944	13.8216	12.4061	15.1141	12.2051	13.7756	8.96435
FBgn0036101		1.64582	1.41887	2.25226	2.77534	1.77989	1.80838	2.69105
FBgn0030983		0.168754	0	0	0	0	0	0
FBgn0025687		1.21801	1.41112	1.20109	0.74865	1.43345	1.53465	1.21503
FBgn0036102		0.152339	0.314246	0	0.108531	0	0	0
FBgn0030984		0.130821	0.0666349	0	0.139802	0.213536	0.250188	0.0956706
FBgn0011288		0.215982	0.183353	0.073891	0.076936	0.262772	0.220294	0.327027
FBgn0051924		0	0	0	0	0	0	0
FBgn0030985		0.959884	0.279386	1.12592	0.683853	0.667333	1.15388	1.1212
FBgn0011289		85.9532	91.5243	98.8186	113.656	116.582	110.456	116.936
FBgn0036104		44.435	39.1209	42.9566	44.2619	34.8176	36.8087	35.283
FBgn0033081		313.837	306.189	315.194	364.107	171.147	213.024	179.818
FBgn0054021		0.130755	0.133202	0.134201	0	0	0.100024	0
FBgn0051926		11.5266	10.9595	13.4077	17.1081	13.0888	14.6959	13.7296
FBgn0036105		42.6008	41.4477	41.9222	54.9032	51.6357	54.1924	52.0379
FBgn0250910		0.106684	0.107475	0.152719	0.0380025	0.136913	0.242116	0.0788555
FBgn0036106		1.73591	0.957883	2.00436	1.5459	0.821322	1.77057	1.05136
FBgn0250911		38.506	29.2847	35.4162	30.271	23.3834	22.1548	27.2555
FBgn0051928		44.8954	45.7358	40.0088	52.4626	35.2797	38.3816	38.4183
FBgn0036107		79.386	91.6549	79.5507	87.8157	74.2209	72.4824	67.0028
FBgn0030989		0.181377	0.0923861	0	0	0	0.0346873	0.0823893
FBgn0029568		84.5607	87.3127	101.62	107.889	53.6507	60.3772	54.2164
FBgn0036108		0	0	0	0	0	0	0
FBgn0033085		43.6947	42.7409	36.3678	39.6476	44.9618	43.5695	41.4735
FBgn0002552		61.4807	57.8619	59.3827	49.4609	25.277	31.7972	28.3506
FBgn0054025		0	0	0.0749767	0	0	0.111766	0.199099
FBgn0036109		0	0	0	0	0	0	0
FBgn0033086		22.4887	20.2225	23.3081	21.3121	20.0844	20.5925	18.7023
FBgn0054026		0	0	0.66125	0	0	0.246426	0
FBgn0034870		0	0.111319	0.112153	0	0.0886311	0.334367	0.198547
FBgn0033087		18.0144	17.2492	18.7277	15.7826	13.9928	14.8945	15.0421
FBgn0054027		0	0	0	0.0119567	0.0136125	0	0.015247
FBgn0034871		0	0.229847	0.115785	0.160742	0.183002	0	0.204976
FBgn0033088		24.8281	28.8172	26.5594	30.6333	30.592	28.7595	29.027
FBgn0267411		0	0	0	0	0	0	0
FBgn0054028		0	0	0	0	0	0	0
FBgn0033089		51.2024	50.5581	52.1113	63.4803	63.1069	58.9718	63.6681
FBgn0267412		0	0	0	0	0	0	0
FBgn0054029		0	0	0	0	0	0	0
FBgn0267413		0	0	0	0	0	0	0
FBgn0086346		68.5566	65.3005	68.9481	70.4707	63.5459	64.4139	68.3189
FBgn0086347		39.1296	38.4402	38.3113	40.322	21.0212	25.328	21.9718
FBgn0052791		4.81254	5.71575	5.62414	1.69754	3.14762	3.84241	3.20574
FBgn0038750		0	0	0	0.0303663	0	0	0
FBgn0086348		1.05432	1.55142	0.490288	0.417296	0.760136	0.637187	0.638558
FBgn0052792		0.451206	0.954688	0.882569	0.0321635	0.695343	0.690341	0.834694
FBgn0038751		0	0	0	0	0	0	0
FBgn0034876		83.7494	82.6202	96.5165	104.15	88.8976	88.221	94.9571
FBgn0052793		0.823886	1.07911	1.0872	0.020963	0.23866	0.0900363	0.213854
FBgn0038752		0.660619	0.560821	0.678029	0.836705	0.654895	0.645736	0.666848
FBgn0034877		565.652	518.332	509.253	456.805	459.821	404.881	440.212
FBgn0024352		316.338	312.118	297.523	342.66	212.981	231.182	214.995
FBgn0267417		0	0	0	0	0	0	0
FBgn0259098		2.71512	1.97568	1.59238	2.21067	3.14602	2.37372	1.41018
FBgn0038753		0.0393034	0	0.0403392	0	0.0637575	0.0601325	0
FBgn0034878		89.7758	79.1763	81.5763	79.4386	61.9899	63.7623	67.3454
FBgn0259099		0.077931	0.0264633	0.0700818	0.0697446	0.0210698	0.0870573	0.0206778
FBgn0034879		70.2718	64.0332	67.876	66.8338	70.0048	72.2907	72.6925
FBgn0038755		21.9507	22.9381	23.2628	25.7174	21.2827	20.984	22.8371
FBgn0052797		0	0.102024	0	0.0713499	0.162461	0	0.182235
FBgn0038756		2.53655	1.10744	1.48766	2.06529	2.25459	1.94041	3.29204
FBgn0011740		37.062	34.6613	36.2199	34.3319	37.6173	38.046	38.5124
FBgn0011741		49.7742	46.9355	41.9822	48.6449	48.3941	51.6957	50.9586
FBgn0011742		189.314	194.822	186.524	180.86	162.365	169.212	165.534
FBgn0011743		0	0	0	0	0	0	0
FBgn0001220		246.705	232.132	231.321	214.353	178.109	182.285	178.25
FBgn0011745		110.796	103.351	100.515	109.835	102.684	105.846	110.298
FBgn0015621		38.9774	39.0654	44.0266	42.7749	45.5768	40.3624	44.3107
FBgn0011746		6.72084	7.9291	7.4454	7.9464	2.21319	2.52509	2.48153
FBgn0001222		108.181	115.969	115.239	124.008	129.029	136.566	134.812
FBgn0015622		165.182	147.372	155.079	152.48	105.772	107.875	103.549
FBgn0011747		100.53	129.874	117.737	134.35	124.73	140.527	132.762
FBgn0001223		46.4483	51.079	45.6798	61.2802	44.5197	49.0948	46.874
FBgn0015623		168.646	152.459	158.496	177.787	104.999	129.713	118.298
FBgn0033540		16.276	17.1546	18.5361	18.6644	16.9587	19.179	18.1135
FBgn0001224		78.2946	78.5082	77.1192	85.4391	70.9286	78.1133	73.1248
FBgn0033541		0.985312	0.602253	0.809023	0.871979	1.11885	1.65823	0.808709
FBgn0001225		1649.69	1697	1712.59	2056.57	1862.98	1881.03	1858.02
FBgn0015625		272.685	260.512	259.376	271.378	112.753	111.715	109.207
FBgn0033542		0.0811798	0.124049	0	0	0.0329222	0	0
FBgn0001226		818.372	820.312	827.565	1133.91	384.156	458.164	408.118
FBgn0067102		36.9087	37.1328	36.8233	34.3255	18.0436	21.2415	19.9396
FBgn0033543		13.6756	14.4148	12.9002	13.9668	12.1181	12.1547	11.3469
FBgn0001227		5.87212	5.00935	6.07587	4.45559	5.11134	4.63812	5.33474
FBgn0033544		65.9494	92.6243	79.9859	92.3779	51.0913	59.0312	56.414
FBgn0001228		3.60613	3.3564	3.53034	2.87258	3.22828	3.74431	3.86143
FBgn0001229		3.44172	4.26423	3.24601	4.50637	5.50766	5.47915	4.47887
FBgn0260970		68.4198	65.2884	67.5386	48.8518	32.7976	38.5237	35.9287
FBgn0260971		0.0799692	0.20276	0.130118	0.113033	0.0973955	0.0658294	0.084692
FBgn0033547		39.974	40.522	36.2168	47.1733	38.2912	41.3421	36.5921
FBgn0020930		27.1791	26.1329	26.8074	28.3049	26.9313	25.8838	25.4238
FBgn0260972		105.16	98.7061	101.529	93.5193	72.9498	69.2107	68.6321
FBgn0033548		505.718	547.306	510.778	495.517	789.209	786.044	818.252
FBgn0033549		46.3943	46.9773	43.6023	49.3265	48.0688	48.2967	51.8846
FBgn0037430		0.206379	0.0700807	0	0	0.0557976	0.10525	0.124995
FBgn0263072		0.114051	0.0624347	0.108129	0.0935667	0.114281	0.0870633	0.103413
FBgn0051472		67.0557	65.3048	63.2805	77.8132	69.1608	70.241	72.5838
FBgn0037431		0.144721	0.294859	0.445604	0.206208	0.234764	0.664248	0.262954
FBgn0010411		3649.24	3782.24	3859.46	4008.02	4805.82	4499.52	4579.13
FBgn0024811		107.012	140.638	122.291	210.904	146.015	172.964	167.288
FBgn0051473		0.687535	1.37311	1.15669	0.903388	1.16791	1.23393	0.932583
FBgn0037432		0.537425	0.410614	0.689486	0.574319	0.326927	0.411118	0.488244
FBgn0010412		3279.32	3104.98	2945.86	2672.63	2321.37	2406.42	2362.8
FBgn0037433		3.29367	4.26441	2.8623	3.42953	3.18522	3.59215	2.41682
FBgn0051475		0.227874	0.265302	0.300702	0.347882	0.501673	0.423345	0.428552
FBgn0010414		0.0490624	0.0249904	0.0503554	0	0.0397942	0	0.0445726
FBgn0024814		231.008	208.164	219.982	250.08	238.658	230.791	237.853
FBgn0263076		0.107726	0.0731613	0.0368548	0	0	0	0.0307937
FBgn0037435		29.4222	26.3342	25.1025	33.081	25.0917	30.797	27.3347
FBgn0010415		99.2283	106.994	104.021	111.079	70.9372	77.7347	69.9118
FBgn0263077		44.3333	44.8834	48.8963	45.7496	12.4924	13.8878	12.4788
FBgn0051477		0	0	1.33983	0.69752	0.52941	0.748964	0.29649
FBgn0037436		0.229877	0	0	0.081886	0	0.263776	0
FBgn0010416		53.925	50.4199	51.2653	64.679	49.0459	48.887	45.7918
FBgn0263078		0	0	0	0	0.048422	0	0.0542364
FBgn0010417		47.0012	42.6992	43.6667	47.0815	34.2206	36.5581	32.6339
FBgn0263079		0.0301024	0.0306659	0.0301152	0.021446	0.0732477	0	0
FBgn0003882		68.3614	70.7969	72.1593	85.4538	77.5673	81.4337	80.4756
FBgn0037439		52.598	52.1895	52.7182	52.4267	57.7805	60.4152	61.6447
FBgn0003884		1319.07	1268.17	1281.05	1178.38	1111.6	1085.24	1083.96
FBgn0003885		115.433	102.829	102.69	104.035	65.198	65.038	62.447
FBgn0028700		107.203	103.752	97.0274	109.105	113.562	115.178	116.616
FBgn0003886		0.0538157	0.0548566	0	0.0383447	0.0873607	0.205846	0.0489291
FBgn0003887		1540	1429.8	1467.71	1414.14	1251.21	1209.12	1278.29
FBgn0003888		38.9691	32.8583	32.7983	36.8586	19.2826	20.7953	19.6971
FBgn0028703		50.2929	51.7185	51.8107	58.4089	33.7138	34.415	34.7681
FBgn0003889		0.312204	0.181777	0.275572	0.223096	0.325586	0.204716	0.121554
FBgn0028704		0.0545458	0.0802746	0.0479893	0	0.0251909	0.0535821	0.0778708
FBgn0032221		0.392823	0.320141	0.685399	0.447777	0.286755	0.270451	0.392562
FBgn0032222		66.0041	68.821	67.6845	72.6242	57.9656	62.1909	62.5232
FBgn0032223		46.2913	57.7654	56.3825	77.6546	47.6626	54.7596	48.221
FBgn0028707		6.25796	5.78792	5.57777	7.56751	5.81044	6.5509	6.73256
FBgn0032224		55.7846	53.7867	52.038	74.778	63.9533	70.5239	72.0366
FBgn0028708		51.9145	54.9464	52.079	63.6057	33.9211	35.7506	30.9772
FBgn0032225		0.465638	0.513884	0.637213	0.801695	0.472095	0.534304	0.669791
FBgn0011290		86.8385	85.7811	90.1696	91.8409	40.3758	40.6588	37.5677
FBgn0011291		49.237	46.9268	48.4507	52.9787	48.3758	54.5562	46.2299
FBgn0032228		10.3259	10.2717	9.47587	12.8955	12.1195	12.685	10.7053
FBgn0025692		3.30403	2.44494	3.52719	3.14723	1.94421	2.89524	2.86097
FBgn0050145		0.345873	0.352348	0.354989	0.492823	0.280536	0	0.314221
FBgn0032229		57.9595	55.4748	53.6549	70.8446	44.8597	44.4826	41.0402
FBgn0011293		0.399195	0.203334	0.204858	0.4266	0.647569	0	0
FBgn0025693		8.90683	11.1612	11.13	14.0362	10.2538	10.4558	10.3291
FBgn0030990		79.2247	64.7232	73.0315	72.4738	69.915	68.3281	70.2066
FBgn0011294		0	0	0	0	0	0	0
FBgn0050147		3.40081	3.10608	3.32193	2.99097	2.98765	2.9245	3.0896
FBgn0030991		71.4574	70.9888	79.3425	99.3555	54.8685	59.95	59.5653
FBgn0050148		0.70088	0.535499	1.25886	0.873827	2.1318	0.268078	2.22859
FBgn0036110		8.26423	9.58016	8.48203	11.3694	4.39166	6.10395	4.40121
FBgn0030992		0.262935	0.427788	0.0679719	0.094364	0.0774446	0.182603	0.173488
FBgn0011296		9.39127	9.98299	11.5945	9.50265	5.96127	6.6635	6.02524
FBgn0036111		265.172	284.977	266.62	352.908	160.465	186.951	168.187
FBgn0030993		1.55137	1.79592	1.37513	1.15549	1.60148	1.61831	2.1141
FBgn0011297		35.1824	30.1896	32.5635	32.3454	27.2732	28.0677	27.365
